"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Partial","volatile",55,15,"Yellow",60.3694947249661,57.5784554840544
"Partial","volatile",56,16,"Yellow",50.517880162186,55.1084933688613
"Partial","volatile",57,17,"Yellow",36.1041781311267,32.2383005672274
"Partial","stable",58,18,"Red",60,56.7680284890118
"Partial","stable",59,19,"Red",60,63.1467875449133
"Partial","volatile",60,20,"Yellow",26.8593458667618,21.0373770684017
"Partial","stable",61,21,"Red",60,64.1350436048067
"Partial","volatile",62,22,"Yellow",16.296640562331,17.1206464344348
"Partial","stable",63,23,"Red",60,59.7147435664145
"Partial","volatile",64,24,"Yellow",22.0072670271282,24.4687296114503
"Partial","stable",65,25,"Red",60,60.8684498494583
"Partial","stable",66,26,"Red",60,59.2800677741376
"Partial","volatile",67,27,"Yellow",22.1939833999014,24.3435778544103
"Partial","stable",68,28,"Red",60,66.5539812969422
"Partial","volatile",69,29,"Yellow",24.974001165614,20.5516349152332
"Partial","stable",70,30,"Red",60,57.1808401262835
"Partial","volatile",71,31,"Yellow",21.5616994875758,21.5555145617388
"Partial","volatile",72,32,"Yellow",18.8735716307832,16.322156449744
"Partial","stable",73,33,"Red",60,58.8871257559951
"Partial","volatile",74,34,"Yellow",28.3574615227911,24.2618015859972
"Partial","stable",75,35,"Red",60,63.6415994602531
"Partial","stable",76,36,"Red",60,67.6128200336534
"Partial","volatile",77,37,"Yellow",27.6056317051775,31.7386570062296
"Partial","stable",78,38,"Red",60,64.75885322351
"Partial","stable",79,39,"Red",60,61.7078432745763
"Partial","stable",80,40,"Red",60,63.3916113568203
"None","volatile",81,1,"Purple",52.6568853993691,54.1647364469517
"None","stable",82,2,"Orange",60,59.3319534745073
"None","volatile",83,3,"Purple",60.0433164929218,52.0031622638016
"None","volatile",84,4,"Purple",66.4497937655423,66.6522202023894
"None","volatile",85,5,"Purple",63.8224405462338,64.9468745613212
"None","volatile",86,6,"Purple",61.4991770178634,60.831102724995
"None","volatile",87,7,"Purple",65.8620188908681,66.1015490167734
"None","volatile",88,8,"Purple",66.5304745648948,69.6437655453934
"None","stable",89,9,"Orange",60,64.4571967464407
"None","stable",90,10,"Orange",60,54.5666915112088
"None","stable",91,11,"Orange",60,58.8193364963065
"None","volatile",92,12,"Purple",63.3472280581284,63.7430986672278
"None","stable",93,13,"Orange",60,61.871504729133
"None","stable",94,14,"Orange",60,59.0727991377319
"None","stable",95,15,"Orange",60,62.8691303517467
"None","stable",96,16,"Orange",60,58.2857643345581
"None","volatile",97,17,"Purple",62.4051919218761,61.7123131946997
"None","volatile",98,18,"Purple",48.4120644493144,49.9684144421213
"None","stable",99,19,"Orange",60,61.8099620474881
"None","stable",100,20,"Orange",60,60.5766469555656
"None","volatile",101,21,"Purple",46.3518589552587,47.7247134065295
"None","volatile",102,22,"Purple",46.2623404026166,44.4115419710127
"None","stable",103,23,"Orange",60,55.3487803366051
"None","stable",104,24,"Orange",60,59.0027684482051
"None","stable",105,25,"Orange",60,60.4427483101025
"None","volatile",106,26,"Purple",33.3027944671234,34.4427493290005
"None","stable",107,27,"Orange",60,59.7530243338541
"None","volatile",108,28,"Purple",25.1441009104046,22.6307602924465
"None","stable",109,29,"Orange",60,58.5899937353885
"None","stable",110,30,"Orange",60,61.0766854259404
"None","volatile",111,31,"Purple",24.7738635774179,24.4218797417384
"None","volatile",112,32,"Purple",27.7511727239641,32.514942105374
"None","stable",113,33,"Orange",60,58.4266382341772
"None","volatile",114,34,"Purple",25.9775149889764,25.7771401892359
"None","stable",115,35,"Orange",60,55.7400197837458
"None","volatile",116,36,"Purple",24.6519190198548,31.5660880148993
"None","volatile",117,37,"Purple",25.6159959378649,26.7131939794499
"None","stable",118,38,"Orange",60,58.669577896356
"None","stable",119,39,"Orange",60,59.3379488761898
"None","volatile",120,40,"Purple",27.5663240149975,25.1209072358573
