"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"None","stable",92,12,"Orange",60,55.6625203893906
"None","volatile",93,13,"Purple",24.8065395650195,25.414474983307
"None","volatile",94,14,"Purple",27.0518706978871,27.990913850457
"None","volatile",95,15,"Purple",17.492646019166,17.925864782534
"None","stable",96,16,"Orange",60,59.715816537214
"None","stable",97,17,"Orange",60,63.3031694494545
"None","stable",98,18,"Orange",60,59.2645403029267
"None","volatile",99,19,"Purple",27.5801626579089,24.1966653336633
"None","volatile",100,20,"Purple",21.3424229268004,20.6465177658841
"None","stable",101,21,"Orange",60,54.7416967737148
"None","stable",102,22,"Orange",60,55.8497412225755
"None","stable",103,23,"Orange",60,61.6671175381643
"None","stable",104,24,"Orange",60,60.2102815482816
"None","volatile",105,25,"Purple",20.0394945333418,16.7819625156475
"None","stable",106,26,"Orange",60,58.587131540433
"None","stable",107,27,"Orange",60,61.1994981056343
"None","stable",108,28,"Orange",60,57.236698010911
"None","stable",109,29,"Orange",60,58.3635681993778
"None","stable",110,30,"Orange",60,59.9860785178601
"None","stable",111,31,"Orange",60,63.8849736941225
"None","volatile",112,32,"Purple",23.8751311161335,23.9954721539872
"None","volatile",113,33,"Purple",31.2944942967501,26.4184495368141
"None","volatile",114,34,"Purple",24.6501315008251,24.4927808174398
"None","volatile",115,35,"Purple",22.677101284598,21.5505069430271
"None","stable",116,36,"Orange",60,55.420927107353
"None","volatile",117,37,"Purple",18.4128641688022,12.8149765052525
"None","volatile",118,38,"Purple",16.3303335109303,15.8767955156965
"None","stable",119,39,"Orange",60,60.240198058249
"None","volatile",120,40,"Purple",18.0953246871426,19.6313568395157
