"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Partial","stable",50,10,"Red",60,62.8981493801685
"Partial","stable",51,11,"Red",60,55.1908112337826
"Partial","stable",52,12,"Red",60,59.8124903481307
"Partial","stable",53,13,"Red",60,57.3797876338465
"Partial","volatile",54,14,"Yellow",67.8352633063004,64.9932784223714
"Partial","volatile",55,15,"Yellow",69.844005817313,69.9022677577278
"Partial","volatile",56,16,"Yellow",66.7625116557245,66.1977162038968
"Partial","stable",57,17,"Red",60,55.7367357225182
"Partial","stable",58,18,"Red",60,66.5325959432177
"Partial","stable",59,19,"Red",60,60.9730262588017
"Partial","volatile",60,20,"Yellow",73.0021954486423,70.7728346644152
"Partial","volatile",61,21,"Yellow",71.8785854600823,70.7782188066158
"Partial","volatile",62,22,"Yellow",67.3961179542343,70.382594389556
"Partial","volatile",63,23,"Yellow",64.7051538701381,64.4726152008006
"Partial","stable",64,24,"Red",60,59.3859976240616
"Partial","volatile",65,25,"Yellow",52.6976716927788,55.40362577651
"Partial","stable",66,26,"Red",60,58.6619370198943
"Partial","stable",67,27,"Red",60,58.1108160713141
"Partial","volatile",68,28,"Yellow",47.0860417111856,44.5461893379902
"Partial","stable",69,29,"Red",60,60.5032099336216
"Partial","stable",70,30,"Red",60,66.2162939776241
"Partial","volatile",71,31,"Yellow",38.1591468565741,35.1576788893553
"Partial","volatile",72,32,"Yellow",55.2980130159422,59.8239093744869
"Partial","volatile",73,33,"Yellow",55.2533529168856,53.2500982657064
"Partial","volatile",74,34,"Yellow",47.515625739026,48.8517439624243
"Partial","stable",75,35,"Red",60,60.1693001281634
"Partial","stable",76,36,"Red",60,58.1902775348017
"Partial","volatile",77,37,"Yellow",42.8092901597894,43.030666322546
"Partial","stable",78,38,"Red",60,62.5474347238881
"Partial","volatile",79,39,"Yellow",43.1238701312796,45.9371656419698
"Partial","stable",80,40,"Red",60,64.5988641677639
"None","stable",81,1,"Orange",60,60.9717043937487
"None","volatile",82,2,"Purple",58.0947073415422,55.4384406868138
"None","volatile",83,3,"Purple",53.8165763408904,56.489404097473
"None","stable",84,4,"Orange",60,60.9244603211498
"None","stable",85,5,"Orange",60,63.5558470565022
"None","volatile",86,6,"Purple",54.7272601993644,51.8252075748304
"None","stable",87,7,"Orange",60,62.0786268532534
"None","volatile",88,8,"Purple",52.584426523262,56.773301134076
"None","stable",89,9,"Orange",60,57.7089655353065
"None","volatile",90,10,"Purple",40.4357403726241,40.209172848154
"None","stable",91,11,"Orange",60,63.1008499675733
"None","volatile",92,12,"Purple",52.7339454725996,51.7569252678792
"None","volatile",93,13,"Purple",65.7935835251215,59.7444400484258
"None","volatile",94,14,"Purple",67.2465125311288,65.789082522092
"None","stable",95,15,"Orange",60,58.4634436624261
"None","volatile",96,16,"Purple",65.6306613542842,69.7289421089181
"None","volatile",97,17,"Purple",81.6468610006291,79.2913792708378
"None","volatile",98,18,"Purple",99.4435384156482,99.6188692095327
"None","stable",99,19,"Orange",60,56.3175520783146
"None","volatile",100,20,"Purple",113.182331086437,115.166235047024
"None","volatile",101,21,"Purple",120,120
"None","stable",102,22,"Orange",60,60.8903638285897
"None","stable",103,23,"Orange",60,51.8084940226282
"None","stable",104,24,"Orange",60,54.5655354912808
"None","volatile",105,25,"Purple",114.75065427286,117.320459952615
"None","volatile",106,26,"Purple",104.111945279946,104.199485004201
"None","stable",107,27,"Orange",60,65.2160945678796
"None","volatile",108,28,"Purple",113.812829860911,112.326446458517
"None","stable",109,29,"Orange",60,56.099423207674
"None","stable",110,30,"Orange",60,54.7418205982674
"None","volatile",111,31,"Purple",107.447817879525,104.602668696814
"None","stable",112,32,"Orange",60,62.2614727237552
"None","volatile",113,33,"Purple",100.611543978645,105.816716369287
"None","stable",114,34,"Orange",60,62.533014042713
"None","stable",115,35,"Orange",60,63.4527736538704
"None","stable",116,36,"Orange",60,53.9917661943823
"None","volatile",117,37,"Purple",113.375927015564,112.706089812795
"None","volatile",118,38,"Purple",119.004717982853,114.14152480634
"None","stable",119,39,"Orange",60,59.28556655401
"None","stable",120,40,"Orange",60,63.7224707792988
