"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"None","volatile",84,4,"Purple",82.38375233728,84.0701809073371
"None","volatile",85,5,"Purple",78.9276556481655,83.1102794440612
"None","volatile",86,6,"Purple",90.9057647758522,94.6424495539109
"None","volatile",87,7,"Purple",95.6695160279722,94.1258770354276
"None","stable",88,8,"Orange",60,56.6223160081757
"None","stable",89,9,"Orange",60,57.5983673886207
"None","stable",90,10,"Orange",60,60.5931888503442
"None","volatile",91,11,"Purple",96.5078569441658,94.3414928538782
"None","stable",92,12,"Orange",60,60.3776150677065
"None","stable",93,13,"Orange",60,59.7357587745657
"None","stable",94,14,"Orange",60,61.129300631461
"None","stable",95,15,"Orange",60,60.2413878561786
"None","volatile",96,16,"Purple",95.9862081390945,98.2745521859489
"None","volatile",97,17,"Purple",88.7605672720605,94.3487283822058
"None","stable",98,18,"Orange",60,56.0129172698044
"None","volatile",99,19,"Purple",79.6322993937028,74.593875165724
"None","stable",100,20,"Orange",60,57.6556551267051
"None","volatile",101,21,"Purple",96.8751422749085,97.3150620024396
"None","stable",102,22,"Orange",60,63.0385128459519
"None","volatile",103,23,"Purple",86.4842705959984,89.5168702131714
"None","stable",104,24,"Orange",60,63.4365385565855
"None","stable",105,25,"Orange",60,58.3012607049005
"None","stable",106,26,"Orange",60,59.266198149529
"None","volatile",107,27,"Purple",87.1048057914123,87.8953668701658
"None","volatile",108,28,"Purple",84.5646528418704,82.3713188134354
"None","volatile",109,29,"Purple",86.5653517292001,93.5897708415401
"None","stable",110,30,"Orange",60,60.8347977455464
"None","stable",111,31,"Orange",60,58.4055884698805
"None","volatile",112,32,"Purple",91.951569466982,90.4140175643697
"None","volatile",113,33,"Purple",95.2663990357092,92.5381182908404
"None","stable",114,34,"Orange",60,59.0735112561915
"None","stable",115,35,"Orange",60,51.5916842714519
"None","volatile",116,36,"Purple",86.6415743454957,85.462843925144
"None","stable",117,37,"Orange",60,56.0526665555356
"None","stable",118,38,"Orange",60,57.4020007445834
"None","volatile",119,39,"Purple",87.1262469327202,80.8704849132877
"None","volatile",120,40,"Purple",94.0167010038223,97.023877230546
