"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","stable",34,34,"Blue",60,53.9140062237307
"Full","stable",35,35,"Blue",60,56.9844256478286
"Full","stable",36,36,"Blue",60,62.9848274175995
"Full","stable",37,37,"Blue",60,61.466402271555
"Full","volatile",38,38,"Green",46.7741573357322,47.8852549437121
"Full","volatile",39,39,"Green",58.36394864794,62.3076637237935
"Full","volatile",40,40,"Green",59.214369803253,57.9539835042877
"Partial","volatile",41,1,"Yellow",73.4390837876343,74.2740534269945
"Partial","stable",42,2,"Red",60,58.7754577393662
"Partial","stable",43,3,"Red",60,60.508656496311
"Partial","volatile",44,4,"Yellow",72.8245059826699,69.6675321888781
"Partial","stable",45,5,"Red",60,56.8013672965351
"Partial","stable",46,6,"Red",60,57.3973837541177
"Partial","volatile",47,7,"Yellow",70.3336334157133,65.2517063839632
"Partial","stable",48,8,"Red",60,61.5050547496619
"Partial","volatile",49,9,"Yellow",60.7815472335017,60.6064996845257
"Partial","stable",50,10,"Red",60,56.0805919617278
"Partial","stable",51,11,"Red",60,60.7700778008797
"Partial","volatile",52,12,"Yellow",57.9606834368163,58.4752697416187
"Partial","volatile",53,13,"Yellow",60.8502497134458,57.628076182472
"Partial","stable",54,14,"Red",60,57.8367793286232
"Partial","stable",55,15,"Red",60,60.751146777585
"Partial","stable",56,16,"Red",60,57.7835341420946
"Partial","stable",57,17,"Red",60,57.6948897328639
"Partial","volatile",58,18,"Yellow",48.4288106745565,49.5175335301606
"Partial","stable",59,19,"Red",60,58.8683739797357
"Partial","stable",60,20,"Red",60,65.0625951013251
"Partial","volatile",61,21,"Yellow",34.5048469823176,34.4132587377537
"Partial","volatile",62,22,"Yellow",28.5551691116675,30.1673028340003
"Partial","stable",63,23,"Red",60,59.4020920517176
"Partial","volatile",64,24,"Yellow",21.3715514684828,25.7960643258816
"Partial","volatile",65,25,"Yellow",20.2830405533061,18.4618702061186
"Partial","stable",66,26,"Red",60,59.6558708607819
"Partial","volatile",67,27,"Yellow",17.7671923095473,18.751034634637
"Partial","volatile",68,28,"Yellow",16.8745490843886,12.5686879268937
"Partial","stable",69,29,"Red",60,59.3673450702367
"Partial","stable",70,30,"Red",60,55.4266186036963
"Partial","volatile",71,31,"Yellow",27.3416567365047,25.6677072654515
"Partial","stable",72,32,"Red",60,60.8550052463642
"Partial","volatile",73,33,"Yellow",30.4947503501786,29.1987869055862
"Partial","volatile",74,34,"Yellow",18.460315993991,19.8491416477363
"Partial","volatile",75,35,"Yellow",18.1033512816705,16.5134492632305
"Partial","volatile",76,36,"Yellow",30.0315153721995,28.4015051384259
"Partial","volatile",77,37,"Yellow",24.7908029149689,24.7127715240688
"Partial","volatile",78,38,"Yellow",23.8799299001453,21.311945924881
"Partial","stable",79,39,"Red",60,61.3633598335139
"Partial","stable",80,40,"Red",60,59.0500579378816
"None","volatile",81,1,"Purple",57.1099327699769,53.6458669360761
"None","stable",82,2,"Orange",60,60.1290441379284
"None","volatile",83,3,"Purple",53.931397223499,51.1348913554566
"None","volatile",84,4,"Purple",59.5442530328264,60.1791855355273
"None","stable",85,5,"Orange",60,57.3473918405557
"None","stable",86,6,"Orange",60,56.0900960703163
"None","stable",87,7,"Orange",60,64.5564748510331
"None","volatile",88,8,"Purple",56.9790516769453,57.8835044291413
"None","stable",89,9,"Orange",60,56.8579240601419
"None","volatile",90,10,"Purple",58.0729751147121,55.4363634509849
"None","stable",91,11,"Orange",60,58.4222490311791
"None","volatile",92,12,"Purple",63.5178690053476,61.8954389182593
"None","stable",93,13,"Orange",60,65.4707594794598
"None","stable",94,14,"Orange",60,57.0520170271293
"None","stable",95,15,"Orange",60,57.0346661993328
"None","volatile",96,16,"Purple",69.1397910744886,66.4609954664211
"None","volatile",97,17,"Purple",68.5530866033212,69.2143676855493
"None","stable",98,18,"Orange",60,55.4150633864077
"None","volatile",99,19,"Purple",75.6133256728141,74.7709181953085
"None","volatile",100,20,"Purple",79.3121987222948,80.9622229184042
"None","volatile",101,21,"Purple",83.0820113778652,82.24825657724
"None","stable",102,22,"Orange",60,57.4446801346867
"None","stable",103,23,"Orange",60,56.9728539489123
"None","stable",104,24,"Orange",60,62.7389174878135
"None","stable",105,25,"Orange",60,55.7340435993253
"None","volatile",106,26,"Purple",79.5790744205876,82.2448772020449
"None","stable",107,27,"Orange",60,57.8108852436282
"None","volatile",108,28,"Purple",86.9988520540464,89.51601276355
"None","volatile",109,29,"Purple",85.5772132565064,91.1051732056716
"None","stable",110,30,"Orange",60,57.1632617103747
"None","stable",111,31,"Orange",60,61.0898480187543
"None","stable",112,32,"Orange",60,58.3408417796814
"None","volatile",113,33,"Purple",88.3351510503243,89.5970236327753
"None","stable",114,34,"Orange",60,58.8710780143533
"None","volatile",115,35,"Purple",79.7980735380454,73.4233043686633
"None","volatile",116,36,"Purple",78.6056586175621,76.9628134367199
"None","stable",117,37,"Orange",60,57.2782316176011
"None","volatile",118,38,"Purple",84.065118340663,84.9316081449559
"None","volatile",119,39,"Purple",84.4843806716599,83.6614017540844
"None","volatile",120,40,"Purple",89.5525519819206,87.6016867930676
