"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"None","stable",92,12,"Orange",60,65.0750756250259
"None","stable",93,13,"Orange",60,60.1048199285642
"None","stable",94,14,"Orange",60,56.4564330075794
"None","stable",95,15,"Orange",60,55.5413616200752
"None","stable",96,16,"Orange",60,63.8057395754986
"None","volatile",97,17,"Purple",70.2075687476389,68.0494917638637
"None","stable",98,18,"Orange",60,60.1701763536788
"None","stable",99,19,"Orange",60,58.9673752913418
"None","stable",100,20,"Orange",60,62.8877804504506
"None","stable",101,21,"Orange",60,60.9772254247199
"None","volatile",102,22,"Purple",66.6383429590015,70.0286763333572
"None","volatile",103,23,"Purple",63.792100033096,63.0678567145536
"None","volatile",104,24,"Purple",68.083145752711,72.1464221634888
"None","volatile",105,25,"Purple",72.8851483003899,67.9477814483179
"None","stable",106,26,"Orange",60,55.5821942816532
"None","volatile",107,27,"Purple",74.3335477889476,70.309816801262
"None","volatile",108,28,"Purple",67.9709500160611,67.3566506475759
"None","volatile",109,29,"Purple",69.6005018653276,71.6412080501309
"None","stable",110,30,"Orange",60,60.3047755111145
"None","volatile",111,31,"Purple",64.0165231116981,62.9070634319898
"None","stable",112,32,"Orange",60,57.8472574580594
"None","volatile",113,33,"Purple",50.5271466603566,51.8023750591528
"None","volatile",114,34,"Purple",57.8753421774459,60.6018948525522
"None","stable",115,35,"Orange",60,59.1129662990362
"None","volatile",116,36,"Purple",54.8703262208587,58.5169008409649
"None","stable",117,37,"Orange",60,56.4191815308755
"None","volatile",118,38,"Purple",50.4336864382665,46.5020775427541
"None","stable",119,39,"Orange",60,62.222779361304
"None","volatile",120,40,"Purple",48.3974807909065,49.6415999635011
