"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"None","volatile",93,13,"Purple",42.4763921260203,43.3638586672922
"None","stable",94,14,"Orange",60,58.5088960064864
"None","stable",95,15,"Orange",60,59.0743859417345
"None","volatile",96,16,"Purple",40.7588878820969,35.2965002474906
"None","stable",97,17,"Orange",60,65.845848038548
"None","stable",98,18,"Orange",60,62.7827508497215
"None","volatile",99,19,"Purple",45.3552902465347,48.0108139413
"None","stable",100,20,"Orange",60,58.3795930495996
"None","stable",101,21,"Orange",60,58.7314267853256
"None","stable",102,22,"Orange",60,64.121727645543
"None","stable",103,23,"Orange",60,60.0751426721356
"None","volatile",104,24,"Purple",44.5045935145085,45.4485231470119
"None","stable",105,25,"Orange",60,60.556891059667
"None","volatile",106,26,"Purple",37.8753583645936,34.7241106704617
"None","volatile",107,27,"Purple",39.6120279576103,42.2088433013486
"None","stable",108,28,"Orange",60,61.6496818434005
"None","volatile",109,29,"Purple",40.1057889592325,34.8872945323389
"None","stable",110,30,"Orange",60,60.6064862088163
"None","stable",111,31,"Orange",60,54.1610852492068
"None","volatile",112,32,"Purple",54.0687954263705,54.6110698250787
"None","stable",113,33,"Orange",60,59.1201046202857
"None","volatile",114,34,"Purple",42.7644277187275,44.135078921578
"None","stable",115,35,"Orange",60,60.6330246650648
"None","stable",116,36,"Orange",60,59.2642973796146
"None","volatile",117,37,"Purple",34.412205829042,38.142535455746
"None","stable",118,38,"Orange",60,59.3850199188377
"None","volatile",119,39,"Purple",34.91636534104,40.1067164275094
"None","volatile",120,40,"Purple",38.2966790140367,36.8561757766681
