"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Full","stable",36,36,"Blue",60,64.8942556496668
"Full","stable",37,37,"Blue",60,59.5771895071182
"Full","volatile",38,38,"Green",43.9037742471448,45.9513771983076
"Full","volatile",39,39,"Green",47.6513988607052,45.5018011652551
"Full","stable",40,40,"Blue",60,59.5092815083022
"Partial","stable",41,1,"Red",60,62.7774022950712
"Partial","stable",42,2,"Red",60,59.9613122258685
"Partial","volatile",43,3,"Yellow",62.9275622579883,62.79340118849
"Partial","volatile",44,4,"Yellow",63.614275412898,65.4547073560581
"Partial","volatile",45,5,"Yellow",63.5517460897146,63.9874387236563
"Partial","volatile",46,6,"Yellow",69.4354886993369,73.1001245362257
"Partial","volatile",47,7,"Yellow",67.7966889997827,68.0337869622454
"Partial","volatile",48,8,"Yellow",44.7568771930647,43.628456904897
"Partial","volatile",49,9,"Yellow",43.6100898340031,39.7203696567784
"Partial","stable",50,10,"Red",60,58.8056104103266
"Partial","stable",51,11,"Red",60,57.7841593341392
"Partial","volatile",52,12,"Yellow",44.5560109226113,44.0326835259766
"Partial","volatile",53,13,"Yellow",41.6107492247071,40.2964106642676
"Partial","volatile",54,14,"Yellow",40.7666946471158,37.9753912753409
"Partial","stable",55,15,"Red",60,64.5571577216075
"Partial","volatile",56,16,"Yellow",39.5050821146248,38.8338755580096
"Partial","stable",57,17,"Red",60,58.604261140551
"Partial","volatile",58,18,"Yellow",23.755337367111,24.3087888629363
"Partial","volatile",59,19,"Yellow",33.1359254534464,33.848699028179
"Partial","stable",60,20,"Red",60,60.3547274749533
"Partial","stable",61,21,"Red",60,57.0089540837835
"Partial","volatile",62,22,"Yellow",20.7538085960982,19.1895112369315
"Partial","stable",63,23,"Red",60,62.3751123654132
"Partial","volatile",64,24,"Yellow",20.3533317076348,21.3923461671856
"Partial","stable",65,25,"Red",60,62.007161623473
"Partial","volatile",66,26,"Yellow",14.3213706613591,11.9862507670723
"Partial","stable",67,27,"Red",60,60.8108933599574
"Partial","stable",68,28,"Red",60,62.2826754859282
"Partial","volatile",69,29,"Yellow",19.1491111961309,21.4067757674771
"Partial","stable",70,30,"Red",60,57.0472640609254
"Partial","volatile",71,31,"Yellow",26.8656543346276,27.2102077242056
"Partial","stable",72,32,"Red",60,61.7458135549057
"Partial","stable",73,33,"Red",60,65.4353644920885
"Partial","stable",74,34,"Red",60,56.0410268249409
"Partial","volatile",75,35,"Yellow",41.237687555885,42.4521915760287
"Partial","stable",76,36,"Red",60,59.0396621736313
"Partial","stable",77,37,"Red",60,64.1444839793812
"Partial","volatile",78,38,"Yellow",41.7276221250813,39.851592330827
"Partial","stable",79,39,"Red",60,60.453573571934
"Partial","stable",80,40,"Red",60,57.830972713795
"None","stable",81,1,"Orange",60,59.8968917749831
"None","volatile",82,2,"Purple",62.0942519949053,60.784755524165
"None","stable",83,3,"Orange",60,59.6461176460234
"None","stable",84,4,"Orange",60,57.9918228956023
"None","volatile",85,5,"Purple",63.3376141326081,62.7471222763203
"None","volatile",86,6,"Purple",66.2279266864718,69.4052382931537
"None","stable",87,7,"Orange",60,53.6017731698991
"None","volatile",88,8,"Purple",63.8258962943858,61.3644331902342
"None","stable",89,9,"Orange",60,59.3778294813891
"None","volatile",90,10,"Purple",55.675629917712,59.2244057145181
"None","volatile",91,11,"Purple",56.388290051899,55.641783210555
"None","stable",92,12,"Orange",60,58.7505806045842
"None","volatile",93,13,"Purple",52.8991686494241,51.2486229440007
"None","stable",94,14,"Orange",60,58.5564183996599
"None","volatile",95,15,"Purple",52.3300679222625,47.0225036851792
"None","volatile",96,16,"Purple",44.5330397439735,43.3807792415603
"None","stable",97,17,"Orange",60,62.1724953645674
"None","stable",98,18,"Orange",60,66.7278145459654
"None","volatile",99,19,"Purple",47.4081838674416,48.5952002084256
"None","stable",100,20,"Orange",60,54.4433046359791
"None","stable",101,21,"Orange",60,60.1280841250017
"None","stable",102,22,"Orange",60,60.3137987821667
"None","volatile",103,23,"Purple",52.3111922308122,53.684569197363
"None","stable",104,24,"Orange",60,59.5476416218484
"None","volatile",105,25,"Purple",54.0655369607518,55.2921472594654
"None","volatile",106,26,"Purple",49.9164349915775,45.259671880746
"None","volatile",107,27,"Purple",53.4820278704058,55.2183489781913
"None","stable",108,28,"Orange",60,57.225666739415
"None","stable",109,29,"Orange",60,62.880223317531
"None","stable",110,30,"Orange",60,57.6260058988822
"None","volatile",111,31,"Purple",48.1186927254348,48.8859178523415
"None","volatile",112,32,"Purple",50.9911905307676,46.9015898831785
"None","volatile",113,33,"Purple",55.3896615374755,55.9622943788833
"None","volatile",114,34,"Purple",51.4952588367611,53.1193028168408
"None","stable",115,35,"Orange",60,62.3638671189551
"None","stable",116,36,"Orange",60,61.4959929546363
"None","volatile",117,37,"Purple",29.5317152230476,28.8561867383425
"None","stable",118,38,"Orange",60,62.6560267507037
"None","stable",119,39,"Orange",60,60.5220948467845
"None","volatile",120,40,"Purple",35.6065465570212,31.6039817998341
