"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"None","stable",92,12,"Orange",60,59.0178662263849
"None","stable",93,13,"Orange",60,60.9186742335243
"None","volatile",94,14,"Purple",68.8853835265758,69.4408420401728
"None","volatile",95,15,"Purple",62.4938544745675,63.639204549903
"None","volatile",96,16,"Purple",55.830496489308,56.0279354480681
"None","stable",97,17,"Orange",60,60.101233523173
"None","stable",98,18,"Orange",60,66.7577678325093
"None","stable",99,19,"Orange",60,66.6816099630235
"None","volatile",100,20,"Purple",63.377053309311,63.9202010471785
"None","volatile",101,21,"Purple",59.0166338353234,57.8693258893728
"None","stable",102,22,"Orange",60,60.7260286125654
"None","stable",103,23,"Orange",60,56.851105350793
"None","stable",104,24,"Orange",60,57.1622212056061
"None","volatile",105,25,"Purple",69.082166987805,62.8107101711554
"None","volatile",106,26,"Purple",76.7121753737652,74.7129129186634
"None","volatile",107,27,"Purple",76.8392940396618,77.915766839716
"None","volatile",108,28,"Purple",76.3280228851928,77.002457307995
"None","stable",109,29,"Orange",60,59.8914093337597
"None","stable",110,30,"Orange",60,54.1859965033627
"None","volatile",111,31,"Purple",70.6453291196329,67.7819227166307
"None","stable",112,32,"Orange",60,58.2474445491048
"None","volatile",113,33,"Purple",63.6116764749529,61.9174122856854
"None","volatile",114,34,"Purple",64.0909305364857,64.3476327485575
"None","stable",115,35,"Orange",60,62.3174909018957
"None","volatile",116,36,"Purple",58.3013634103114,57.421670479091
"None","stable",117,37,"Orange",60,58.1577428272299
"None","volatile",118,38,"Purple",52.3543696406738,48.7166985005459
"None","volatile",119,39,"Purple",64.1336346658225,64.9198985593484
"None","stable",120,40,"Orange",60,64.6639623370916
