"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"None","volatile",108,28,"Purple",61.2828313034067,52.7788207814489
"None","volatile",109,29,"Purple",58.585119730006,63.1533837108071
"None","stable",110,30,"Orange",60,56.9013879109735
"None","volatile",111,31,"Purple",46.3134396290787,47.0844556263442
"None","volatile",112,32,"Purple",47.7954058733797,48.6042686436758
"None","volatile",113,33,"Purple",42.1896507035312,37.553633447499
"None","stable",114,34,"Orange",60,64.0869269925371
"None","volatile",115,35,"Purple",38.8005204284377,39.7119643523236
"None","stable",116,36,"Orange",60,56.473558774588
"None","stable",117,37,"Orange",60,59.18891187291
"None","stable",118,38,"Orange",60,55.8044541211342
"None","volatile",119,39,"Purple",38.3444946549627,40.1957937548785
"None","stable",120,40,"Orange",60,55.6666705453579
