"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Partial","volatile",52,12,"Yellow",54.8605291697528,52.4996200167889
"Partial","volatile",53,13,"Yellow",61.0715896937465,62.2927925178005
"Partial","stable",54,14,"Red",60,53.9243359139721
"Partial","volatile",55,15,"Yellow",64.9025521396884,68.044060731708
"Partial","stable",56,16,"Red",60,63.6417754230754
"Partial","volatile",57,17,"Yellow",65.4515226074421,65.3325903522386
"Partial","volatile",58,18,"Yellow",67.7742885626176,63.6818841563211
"Partial","volatile",59,19,"Yellow",67.1008475802278,70.2132933068592
"Partial","stable",60,20,"Red",60,64.7322140683254
"Partial","volatile",61,21,"Yellow",65.9692026979505,62.450133936279
"Partial","volatile",62,22,"Yellow",68.3337325065081,64.0780803399794
"Partial","stable",63,23,"Red",60,59.6846269694865
"Partial","stable",64,24,"Red",60,62.5947354448593
"Partial","stable",65,25,"Red",60,63.3519573009711
"Partial","stable",66,26,"Red",60,60.0885160965029
"Partial","volatile",67,27,"Yellow",71.1263717190967,72.0731664802134
"Partial","volatile",68,28,"Yellow",69.5054412831749,70.5645239928849
"Partial","volatile",69,29,"Yellow",67.2367320285061,70.9050398387674
"Partial","volatile",70,30,"Yellow",67.3803560555411,63.7937430395898
"Partial","stable",71,31,"Red",60,61.0694061013772
"Partial","volatile",72,32,"Yellow",69.7029031161706,70.0379637501944
"Partial","volatile",73,33,"Yellow",72.8269916111256,70.6883587052626
"Partial","stable",74,34,"Red",60,59.0211900113465
"Partial","stable",75,35,"Red",60,57.9375825903782
"Partial","volatile",76,36,"Yellow",80.2409346901366,81.5890346153301
"Partial","stable",77,37,"Red",60,55.805949195311
"Partial","volatile",78,38,"Yellow",74.826436035527,73.200814097489
"Partial","stable",79,39,"Red",60,57.6776406754553
"Partial","volatile",80,40,"Yellow",72.536439940671,73.5395562990497
"None","volatile",81,1,"Purple",64.7680396336978,64.0116868119254
"None","volatile",82,2,"Purple",67.2828573354412,64.3738657181605
"None","stable",83,3,"Orange",60,57.0456178883049
"None","volatile",84,4,"Purple",60.2172441530961,59.7051287078949
"None","volatile",85,5,"Purple",59.8288980393728,56.8624861809251
"None","stable",86,6,"Orange",60,65.6861096341041
"None","volatile",87,7,"Purple",60.3786498691723,60.5049810596516
"None","volatile",88,8,"Purple",61.0655714742781,65.1106634889341
"None","stable",89,9,"Orange",60,60.5914134551167
"None","volatile",90,10,"Purple",53.5076902013696,54.0558465499525
"None","stable",91,11,"Orange",60,60.8372055906968
"None","volatile",92,12,"Purple",55.1048702329384,55.9709836064215
"None","volatile",93,13,"Purple",59.9410063149234,58.9791606167008
"None","stable",94,14,"Orange",60,60.7387749521639
"None","stable",95,15,"Orange",60,59.0363431988587
"None","volatile",96,16,"Purple",64.787637542623,65.8787667503656
"None","volatile",97,17,"Purple",59.4732210106985,56.7825053899137
"None","stable",98,18,"Orange",60,62.0781900486773
"None","volatile",99,19,"Purple",59.9355037939315,63.9669846195713
"None","volatile",100,20,"Purple",62.0033421011564,64.0489827667771
"None","stable",101,21,"Orange",60,65.5594405060278
"None","volatile",102,22,"Purple",52.500882137336,47.1707910445537
"None","volatile",103,23,"Purple",47.4503526349193,48.5312890095338
"None","volatile",104,24,"Purple",48.4113478880354,45.5834444910027
"None","volatile",105,25,"Purple",44.7070039422297,45.3293452794329
"None","stable",106,26,"Orange",60,60.1780555379884
"None","volatile",107,27,"Purple",46.4789143767129,45.4738269910321
"None","stable",108,28,"Orange",60,57.8135898591097
"None","stable",109,29,"Orange",60,59.1437071432587
"None","stable",110,30,"Orange",60,60.173794864063
"None","volatile",111,31,"Purple",59.0708103040743,56.7620684099694
"None","stable",112,32,"Orange",60,59.6944795864742
"None","stable",113,33,"Orange",60,63.1660671081838
"None","stable",114,34,"Orange",60,56.8610148449255
"None","stable",115,35,"Orange",60,61.4614279882557
"None","stable",116,36,"Orange",60,57.3530991089981
"None","volatile",117,37,"Purple",73.2350281159294,72.3902230901152
"None","stable",118,38,"Orange",60,54.9391867243301
"None","stable",119,39,"Orange",60,58.4419954847315
"None","stable",120,40,"Orange",60,55.4280400354217
