"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Partial","stable",68,28,"Red",60,55.9182226695463
"Partial","volatile",69,29,"Yellow",28.559310713967,23.0974826593889
"Partial","stable",70,30,"Red",60,57.4537044736052
"Partial","stable",71,31,"Red",60,61.699821295427
"Partial","stable",72,32,"Red",60,59.8240743205346
"Partial","volatile",73,33,"Yellow",23.867374983568,22.2740337718769
"Partial","volatile",74,34,"Yellow",22.1697193182828,21.6243784189432
"Partial","stable",75,35,"Red",60,58.5855550722978
"Partial","volatile",76,36,"Yellow",5.98228772057412,1.47831033104902
"Partial","volatile",77,37,"Yellow",11.8325100083705,13.4413000018203
"Partial","stable",78,38,"Red",60,64.8029049166928
"Partial","stable",79,39,"Red",60,64.7091897505793
"Partial","volatile",80,40,"Yellow",9.50016503607812,9.89582946789159
"None","stable",81,1,"Orange",60,59.313891735447
"None","stable",82,2,"Orange",60,61.0666367550129
"None","volatile",83,3,"Purple",58.1909944100052,54.1341247153905
"None","stable",84,4,"Orange",60,59.7134588570912
"None","stable",85,5,"Orange",60,58.5688061952165
"None","volatile",86,6,"Purple",56.3438796225579,56.8035683173114
"None","stable",87,7,"Orange",60,56.5720608476786
"None","volatile",88,8,"Purple",58.9497536680485,64.7225054611621
"None","volatile",89,9,"Purple",64.7773534836808,58.4303544578714
"None","stable",90,10,"Orange",60,55.5560549437129
"None","stable",91,11,"Orange",60,58.9532498018499
"None","stable",92,12,"Orange",60,63.8989014003292
"None","volatile",93,13,"Purple",66.6765199781553,68.3334688447045
"None","volatile",94,14,"Purple",72.6579248439223,71.4344841606947
"None","volatile",95,15,"Purple",64.4308789318547,68.6738527671584
"None","stable",96,16,"Orange",60,60.3692858578853
"None","stable",97,17,"Orange",60,57.6417558856666
"None","volatile",98,18,"Purple",80.6215334503558,82.184342606644
"None","volatile",99,19,"Purple",69.0016918371005,65.0077759425662
"None","stable",100,20,"Orange",60,64.3612124392352
"None","volatile",101,21,"Purple",73.9710930152968,69.0763675192937
"None","stable",102,22,"Orange",60,62.6378339590989
"None","volatile",103,23,"Purple",68.8430172173853,68.9207370599888
"None","volatile",104,24,"Purple",56.5923284140391,57.4470292628758
"None","stable",105,25,"Orange",60,58.1199218973897
"None","volatile",106,26,"Purple",75.3825793455905,68.9000816438729
"None","volatile",107,27,"Purple",75.748073475565,79.7840511035105
"None","volatile",108,28,"Purple",72.2906470595231,70.410748410476
"None","stable",109,29,"Orange",60,60.6584778656123
"None","volatile",110,30,"Purple",69.981586066677,70.6620329248376
"None","volatile",111,31,"Purple",73.8161195325032,69.7702375680473
"None","volatile",112,32,"Purple",76.0281107964979,77.2971565537537
"None","stable",113,33,"Orange",60,57.3436959958094
"None","volatile",114,34,"Purple",75.3464663171147,74.2307824386816
"None","stable",115,35,"Orange",60,63.8291903983378
"None","stable",116,36,"Orange",60,56.4717551329546
"None","volatile",117,37,"Purple",77.1515337855814,81.3611433003371
"None","stable",118,38,"Orange",60,58.2959288941099
"None","stable",119,39,"Orange",60,62.4244840321101
"None","stable",120,40,"Orange",60,58.8759699584025
