"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Partial","stable",53,13,"Red",60,59.8092777080848
"Partial","stable",54,14,"Red",60,67.186837032124
"Partial","stable",55,15,"Red",60,62.0830246465304
"Partial","volatile",56,16,"Yellow",59.7523606260502,59.8276108289503
"Partial","stable",57,17,"Red",60,55.8886908895951
"Partial","stable",58,18,"Red",60,59.2813923960862
"Partial","stable",59,19,"Red",60,63.2673478059756
"Partial","stable",60,20,"Red",60,59.7605125671565
"Partial","stable",61,21,"Red",60,67.0718394141536
"Partial","volatile",62,22,"Yellow",58.7008531731377,58.8628057630482
"Partial","volatile",63,23,"Yellow",62.7638869697644,62.9480045000464
"Partial","volatile",64,24,"Yellow",63.6064080639837,60.4091529105552
"Partial","stable",65,25,"Red",60,56.4323080217017
"Partial","volatile",66,26,"Yellow",50.636264108541,46.7790277576849
"Partial","stable",67,27,"Red",60,62.7017124206095
"Partial","volatile",68,28,"Yellow",57.5794873315794,54.9356574734788
"Partial","volatile",69,29,"Yellow",58.0662607194343,60.4177567099509
"Partial","stable",70,30,"Red",60,61.5423499618077
"Partial","stable",71,31,"Red",60,61.971922152796
"Partial","stable",72,32,"Red",60,61.660975835967
"Partial","volatile",73,33,"Yellow",61.7257849990461,62.6166785742177
"Partial","stable",74,34,"Red",60,56.5409745641496
"Partial","volatile",75,35,"Yellow",68.8430809696983,71.0441373637854
"Partial","stable",76,36,"Red",60,66.7979034729248
"Partial","stable",77,37,"Red",60,62.1694874407616
"Partial","volatile",78,38,"Yellow",76.8494343210569,78.7907230132856
"Partial","volatile",79,39,"Yellow",74.9970475654215,79.2069492940871
"Partial","volatile",80,40,"Yellow",85.0803669309943,86.0954102914361
"None","volatile",81,1,"Purple",63.7956918794379,63.5110580020626
"None","stable",82,2,"Orange",60,60.7374773163822
"None","stable",83,3,"Orange",60,58.4616337047056
"None","volatile",84,4,"Purple",71.1646067157069,77.7650820427598
"None","stable",85,5,"Orange",60,60.5178746522112
"None","stable",86,6,"Orange",60,61.053119897492
"None","volatile",87,7,"Purple",72.4767041098986,76.8599148586675
"None","stable",88,8,"Orange",60,60.3457276735856
"None","volatile",89,9,"Purple",78.0514160999346,77.2237508659487
"None","stable",90,10,"Orange",60,64.237386686902
"None","volatile",91,11,"Purple",69.1591960443554,69.7923876231835
"None","volatile",92,12,"Purple",62.5446161131397,65.1456159317542
"None","volatile",93,13,"Purple",59.3461025418842,56.3339155299785
"None","stable",94,14,"Orange",60,58.0611199096537
"None","volatile",95,15,"Purple",75.4817632144843,75.6504838717238
"None","stable",96,16,"Orange",60,61.8594100164958
"None","volatile",97,17,"Purple",80.1360864124622,72.6187359926594
"None","volatile",98,18,"Purple",86.3159728113179,92.0698624122675
"None","stable",99,19,"Orange",60,62.27447060741
"None","stable",100,20,"Orange",60,57.8558325716981
"None","stable",101,21,"Orange",60,59.6065120391757
"None","volatile",102,22,"Purple",100.879403924155,101.501782190677
"None","stable",103,23,"Orange",60,54.5878627526029
"None","volatile",104,24,"Purple",95.2588378885889,94.6126074939605
"None","volatile",105,25,"Purple",96.4667371502617,98.2047317966279
"None","stable",106,26,"Orange",60,55.295321502142
"None","stable",107,27,"Orange",60,57.4327898745256
"None","stable",108,28,"Orange",60,63.6593694876716
"None","volatile",109,29,"Purple",90.0930483460862,85.8785064491484
"None","stable",110,30,"Orange",60,61.7062333303413
"None","volatile",111,31,"Purple",93.3404707367104,94.7628956447927
"None","volatile",112,32,"Purple",91.6563450968838,94.6113267200294
"None","stable",113,33,"Orange",60,61.3203276098221
"None","volatile",114,34,"Purple",89.2165290016543,92.2123712196481
"None","volatile",115,35,"Purple",90.4519509729564,93.5038061782592
"None","volatile",116,36,"Purple",101.12857016074,100.063490313293
"None","stable",117,37,"Orange",60,65.8996083508736
"None","stable",118,38,"Orange",60,60.4077373535626
"None","volatile",119,39,"Purple",104.748169620077,105.431406186941
"None","stable",120,40,"Orange",60,59.0977104034175
