"condition","airship_type","trial_number","trial_in_condition","colour","true_mean","outcome"
"Partial","volatile",68,28,"Yellow",52.9701842735312,50.6011525100557
"Partial","stable",69,29,"Red",60,63.5654776042574
"Partial","stable",70,30,"Red",60,61.2540591330521
"Partial","stable",71,31,"Red",60,57.6910849191143
"Partial","stable",72,32,"Red",60,61.3126511578237
"Partial","volatile",73,33,"Yellow",62.4451311727583,61.705102117992
"Partial","volatile",74,34,"Yellow",58.4995357464965,61.1209614577323
"Partial","volatile",75,35,"Yellow",61.543239281575,59.5944551937535
"Partial","stable",76,36,"Red",60,60.7139249397553
"Partial","volatile",77,37,"Yellow",67.2083477607164,69.5584647224875
"Partial","stable",78,38,"Red",60,66.3865791855067
"Partial","volatile",79,39,"Yellow",72.289766530951,75.5406898401872
"Partial","stable",80,40,"Red",60,59.3200975390564
"None","volatile",81,1,"Purple",46.9521230562755,47.1005435073118
"None","volatile",82,2,"Purple",51.5611854420945,50.4310296071703
"None","stable",83,3,"Orange",60,60.8197641137611
"None","stable",84,4,"Orange",60,60.2346839063533
"None","stable",85,5,"Orange",60,56.7702841073377
"None","volatile",86,6,"Purple",56.5514219007763,52.9309546140488
"None","volatile",87,7,"Purple",63.092485447367,64.3364640863836
"None","stable",88,8,"Orange",60,59.1550138114957
"None","stable",89,9,"Orange",60,59.1154816599873
"None","volatile",90,10,"Purple",64.6941476877333,70.5831489152476
"None","volatile",91,11,"Purple",62.7032713984386,61.3474765153428
"None","stable",92,12,"Orange",60,58.0945148379794
"None","stable",93,13,"Orange",60,60.9099789094672
"None","volatile",94,14,"Purple",60.1871600984603,59.0206763681741
"None","stable",95,15,"Orange",60,59.8401031774012
"None","stable",96,16,"Orange",60,58.3403629060467
"None","stable",97,17,"Orange",60,56.7889534792783
"None","stable",98,18,"Orange",60,59.1419422827798
"None","volatile",99,19,"Purple",51.712536745834,51.0289422336146
"None","volatile",100,20,"Purple",47.7698968802405,45.9749151016921
"None","stable",101,21,"Orange",60,65.181797612532
"None","stable",102,22,"Orange",60,61.8251204522445
"None","volatile",103,23,"Purple",56.0387998896158,54.3026955465317
"None","volatile",104,24,"Purple",60.5154456602603,63.0754086951214
"None","stable",105,25,"Orange",60,62.1529719000441
"None","volatile",106,26,"Purple",69.0708008455003,70.8144561107579
"None","stable",107,27,"Orange",60,64.556290576283
"None","volatile",108,28,"Purple",63.831566381224,64.856698352244
"None","stable",109,29,"Orange",60,55.0963382889932
"None","volatile",110,30,"Purple",66.5140256521483,68.885097975293
"None","volatile",111,31,"Purple",64.1852904070828,61.0717464123048
"None","volatile",112,32,"Purple",59.1119332673926,60.5675832140829
"None","stable",113,33,"Orange",60,57.4243872808715
"None","volatile",114,34,"Purple",60.0096166821018,60.437124720833
"None","stable",115,35,"Orange",60,58.5719675171188
"None","stable",116,36,"Orange",60,60.2969657804158
"None","volatile",117,37,"Purple",58.5196887519027,61.2806763585053
"None","volatile",118,38,"Purple",66.7897781268446,71.0892386796068
"None","stable",119,39,"Orange",60,59.4632028410144
"None","volatile",120,40,"Purple",74.411397020219,73.9425214856896
